Drug Tier,Specialty,Plan Type,Allowed,Drug_name,Requirements_Limits
4,Not Specified,my blue,Yes,EASY COMFORT PEN NEEDLES - insulin pen needle,Not Specified
4,Not Specified,my blue,Yes,EASY COMFORT PEN NEEDLES - insulin pen needle,Not Specified
4,Not Specified,my blue,Yes,EASY COMFORT PEN NEEDLES - insulin pen needle,Not Specified
4,Not Specified,my blue,Yes,EASY GLIDE PEN NEEDLES 33 - insulin pen needle,Not Specified
4,Not Specified,my blue,Yes,EASY MINI EJECT LANCING D - lancet devices,Not Specified
4,Not Specified,my blue,Yes,EASY MINI LANCING DEVICE - lancet devices,Not Specified
5,Not Specified,my blue,Yes,EASY TOUCH ALLERGY TRAY S - tuberculin/allergy,Not Specified
4,Not Specified,my blue,Yes,EASY TOUCH FLIPLOCK SAFET - insulin syringe/,Not Specified
4,Not Specified,my blue,Yes,EASY TOUCH INSULIN SYRING - insulin syringe/,Not Specified
4,Not Specified,my blue,Yes,EASY TOUCH LANCETS 21G/PR - lancets,Not Specified
4,Not Specified,my blue,Yes,EASY TOUCH LANCETS 23G/PR - lancets,Not Specified
4,Not Specified,my blue,Yes,EASY TOUCH LANCETS 26G/PR - lancets,Not Specified
4,Not Specified,my blue,Yes,EASY TOUCH LANCETS 26G/PU - lancets,Not Specified
4,Not Specified,my blue,Yes,EASY TOUCH LANCETS 28G/PR - lancets,Not Specified
4,Not Specified,my blue,Yes,EASY TOUCH LANCETS 28G/PU - lancets,Not Specified
4,Not Specified,my blue,Yes,EASY TOUCH LANCETS 28G/TW - lancets,Not Specified
4,Not Specified,my blue,Yes,EASY TOUCH LANCETS 30G/BU - lancets,Not Specified
4,Not Specified,my blue,Yes,EASY TOUCH LANCETS 30G/PR - lancets,Not Specified
4,Not Specified,my blue,Yes,EASY TOUCH LANCETS 30G/PU - lancets,Not Specified
4,Not Specified,my blue,Yes,EASY TOUCH LANCETS 30G/TW - lancets,Not Specified
4,Not Specified,my blue,Yes,EASY TOUCH LANCETS 32G/PR - lancets,Not Specified
4,Not Specified,my blue,Yes,EASY TOUCH LANCETS 32G/PU - lancets,Not Specified
4,Not Specified,my blue,Yes,EASY TOUCH LANCETS 32G/TW - lancets,Not Specified
4,Not Specified,my blue,Yes,EASY TOUCH LANCETS 33G/TW - lancets,Not Specified
4,Not Specified,my blue,Yes,EASY TOUCH LANCING DEVICE - lancet devices,Not Specified
4,Not Specified,my blue,Yes,"EASY TOUCH PEN NEEDLE 30 - insulin pen needle 30 g x 8 mm (1/3"" or 5/16"")",Not Specified
4,Not Specified,my blue,Yes,"EASY TOUCH PEN NEEDLE/30 - insulin pen needle 30 g x 5 mm (1/5"" or 3/16"")",Not Specified
4,Not Specified,my blue,Yes,"EASY TOUCH PEN NEEDLES 29 - insulin pen needle 29 g x 12 mm (1/2"")",Not Specified
4,Not Specified,my blue,Yes,"EASY TOUCH PEN NEEDLES 31 - insulin pen needle 31 g x 6 mm (1/4"" or 15/64""), x 8 mm (1/3"" or 5/16"")",Not Specified
4,Not Specified,my blue,Yes,"EASY TOUCH PEN NEEDLES 32 - insulin pen needle 32 g x 4 mm (1/6"" or 5/32""), x 5 mm (1/5"" or 3/16""), x 6 mm (1/4"" or 15/64"")",Not Specified
4,Not Specified,my blue,Yes,"EASY TOUCH PEN NEEDLES/31 - insulin pen needle 31 g x 5 mm (1/5"" or 3/16"")",Not Specified
4,Not Specified,my blue,Yes,EASY TOUCH SAFETY LANCETS - lancets,Not Specified
4,Not Specified,my blue,Yes,"EASY TOUCH SAFETY PEN NEE - insulin pen needle 29 g x 5 mm (1/5"" or 3/16""), x 8 mm (1/3"" or 5/16"")",Not Specified
4,Not Specified,my blue,Yes,"EASY TOUCH SAFETY PEN NEE - insulin pen needle 30 g x 6 mm (1/4"" or 15/64""), x 8 mm (1/3"" or 5/16"")",Not Specified
4,Not Specified,my blue,Yes,"EASY TOUCH SHEATHLOCK SAF - insulin syringe/ needle u-100 1 ml 29 x 1/2"", u-100 1 ml 30 x 5/16"", u-100 1 ml 30 x 1/2"", u-100 1 ml 31 x 5/16""",Not Specified
5,Not Specified,my blue,Yes,"EASY TOUCH TUBERCULIN FLI - tuberculin/allergy syringe/needle (disp) 1 ml 27 x 1/2"", 1 ml 28 x 1/2""",Not Specified
5,Not Specified,my blue,Yes,"EASY TOUCH TUBERCULIN SHE - tuberculin/allergy syringe/needle (disp) 1 ml 25 x 5/8"", 1 ml 27 x 1/2"", 1 ml 28 x 1/2""",Not Specified
4,Not Specified,my blue,Yes,"EASY TOUCH 32GX5MM - insulin pen needle 32 g x 5 mm (1/5"" or 3/16"")",Not Specified
4,Not Specified,my blue,Yes,"EASY TOUCH 32GX6MM - insulin pen needle 32 g x 6 mm (1/4"" or 15/64"")",Not Specified
4,Not Specified,my blue,Yes,EMBRACE LANCETS ULTRA THI - lancets,Not Specified
4,Not Specified,my blue,Yes,EMBRACE LANCING DEVICE WI - lancet devices,Not Specified
4,Not Specified,my blue,Yes,"EMBRACE PEN NEEDLES/29G X - insulin pen needle 29 g x 12 mm (1/2"")",Not Specified
4,Not Specified,my blue,Yes,"EMBRACE PEN NEEDLES/30G X - insulin pen needle 30 g x 5 mm (1/5"" or 3/16""), x 8 mm (1/3"" or 5/16"")",Not Specified
4,Not Specified,my blue,Yes,"EMBRACE PEN NEEDLES/31G X - insulin pen needle 31 g x 5 mm (1/5"" or 3/16""), x 6 mm (1/4"" or 15/64""), x 8 mm (1/3"" or 5/16"")",Not Specified
4,Not Specified,my blue,Yes,"EMBRACE PEN NEEDLES/32G X - insulin pen needle 32 g x 4 mm (1/6"" or 5/32"")",Not Specified
4,Not Specified,my blue,Yes,EMBRACE PRESSURE ACTIVATE - lancets,Not Specified
4,Not Specified,my blue,Yes,EQL COLOR LANCETS MICRO T - lancets,Not Specified
4,Not Specified,my blue,Yes,EQL COLOR LANCETS 21G - lancets,Not Specified
4,Not Specified,my blue,Yes,"EQL INSULIN SYRINGE/0.3ML - insulin syringe/needle u-100 0.3 ml 29 x 1/2"", u-100 0.3 ml 30 x 5/16"", u-100 0.3 ml 31 x 5/16""",Not Specified
4,Not Specified,my blue,Yes,"EQL INSULIN SYRINGE/0.5ML - insulin syringe/needle u-100 1/2 ml 31 x 5/16"", u-100 1/2 ml 29 x 1/2"", u-100 1/2 ml 30 x 5/16""",Not Specified
4,Not Specified,my blue,Yes,"EQL INSULIN SYRINGE/1ML/2 - insulin syringe/needle u-100 1 ml 29 x 1/2""",Not Specified
4,Not Specified,my blue,Yes,"EQL INSULIN SYRINGE/1ML/3 - insulin syringe/needle u-100 1 ml 30 x 5/16"", u-100 1 ml 31 x 5/16""",Not Specified
4,Not Specified,my blue,Yes,"EQL SHORT PEN NEEDLES 31G - insulin pen needle 31 g x 8 mm (1/3"" or 5/16"")",Not Specified
4,Not Specified,my blue,Yes,EQL SUPER THIN LANCETS 30 - lancets,Not Specified
4,Not Specified,my blue,Yes,EQL THIN LANCETS 26G - lancets,Not Specified
4,Not Specified,my blue,Yes,"EQL ULTRA SHORT PEN NEEDL - insulin pen needle 31 g x 6 mm (1/4"" or 15/64"")",Not Specified
4,Not Specified,my blue,Yes,EZ-LETS LANCETS 21G - lancets,Not Specified
4,Not Specified,my blue,Yes,EZ-LETS LANCETS 26G SUPER - lancets,Not Specified
4,Not Specified,my blue,Yes,EZ-LETS LANCETS 28G ULTRA - lancets,Not Specified
4,Not Specified,my blue,Yes,EZ-LETS LANCETS 30G - lancets,Not Specified
1,Not Specified,my blue,Yes,FANTASY LUBRICATED - condoms latex lubricated,Not Specified
1,Not Specified,my blue,Yes,FANTASY LUBRICATED/SPERMI - condoms latex lubricated,Not Specified
1,Not Specified,my blue,Yes,FC2 FEMALE CONDOM - condoms - female,Not Specified
1,Not Specified,my blue,Yes,"FEMCAP - cervical cap 22 mm, 26 mm, 30 mm",Not Specified
4,Not Specified,my blue,Yes,"FIFTY50 PEN NEEDLES 31G X - insulin pen needle 31 g x 5 mm (1/5"" or 3/16""), x 8 mm (1/3"" or 5/16"")",Not Specified
4,Not Specified,my blue,Yes,"FIFTY50 PEN NEEDLES 31GX5 - insulin pen needle 31 g x 5 mm (1/5"" or 3/16"")",Not Specified
4,Not Specified,my blue,Yes,"FIFTY50 PEN NEEDLES/31GX8 - insulin pen needle 31 g x 8 mm (1/3"" or 5/16"")",Not Specified
4,Not Specified,my blue,Yes,"FIFTY50 PEN NEEDLES/32GX4 - insulin pen needle 32 g x 4 mm (1/6"" or 5/32"")",Not Specified
4,Not Specified,my blue,Yes,"FIFTY50 PEN NEEDLES/32GX6 - insulin pen needle 32 g x 6 mm (1/4"" or 15/64"")",Not Specified
4,Not Specified,my blue,Yes,FIFTY50 SAFETY SEAL LANCE - lancets,Not Specified
4,Not Specified,my blue,Yes,"FIFTY50 SUPERIOR COMFORT - insulin syringe/needle u-100 1/2 ml 31 x 5/16"", u-100 1 ml 31 x 5/16"", u-100 0.3 ml 31 x 5/16""",Not Specified
4,Not Specified,my blue,Yes,FIFTY50 UNILET LANCETS 33 - lancets,Not Specified
4,Not Specified,my blue,Yes,FINE 30 - lancets,Not Specified
4,Not Specified,my blue,Yes,FINGERSTIX LANCETS - lancets,Not Specified
4,Not Specified,my blue,Yes,FORA LANCETS - lancets,Not Specified
4,Not Specified,my blue,Yes,FORA LANCING DEVICE - lancet devices,Not Specified
4,Not Specified,my blue,Yes,FORA LANCING DEVICE/CLEAR - lancet devices,Not Specified
4,Not Specified,my blue,Yes,FREESTYLE LANCETS - lancets,Not Specified
5,Not Specified,my blue,Yes,FREESTYLE LIBRE 14 DAY/RE - continuous blood glucose system receiver,"ST, Quantity Limits (1 reader/365 days)"
5,Not Specified,my blue,Yes,FREESTYLE LIBRE 14 DAY/SE - continuous blood glucose system sensor,"ST, Quantity Limits (2 sensors/28 days)"
5,Not Specified,my blue,Yes,FREESTYLE LIBRE 2/READER/ - continuous blood glucose system receiver,"ST, Quantity Limits (1 reader/365 days)"
5,Not Specified,my blue,Yes,FREESTYLE LIBRE 2/SENSOR/ - continuous blood glucose system sensor,"ST, Quantity Limits (2 sensors/28 days)"
5,Not Specified,my blue,Yes,FREESTYLE LIBRE 3/READER/ - continuous blood glucose system receiver,"ST, Quantity Limits (1 reader/365 days)"
5,Not Specified,my blue,Yes,FREESTYLE LIBRE 3/SENSOR/ - continuous blood glucose system sensor,"ST, Quantity Limits (2 sensors/28 days)"
5,Not Specified,my blue,Yes,FREESTYLE LIBRE/READER/FL - continuous blood glucose system receiver,"ST, Quantity Limits (1 reader/365 days)"
4,Not Specified,my blue,Yes,FREESTYLE UNISTICK II LAN - lancets,Not Specified
4,Not Specified,my blue,Yes,GENTEEL BUTTERFLY TOUCH L - lancets,Not Specified
4,Not Specified,my blue,Yes,GENTEEL PLUS LANCING DEVI - lancet devices,Not Specified
4,Not Specified,my blue,Yes,GENTLE-LET GP LANCETS - lancets,Not Specified
4,Not Specified,my blue,Yes,GENTLE-LET LANCETS GENERA - lancets,Not Specified
4,Not Specified,my blue,Yes,GENTLE-LET LANCETS SAFETY - lancets,Not Specified
4,Not Specified,my blue,Yes,"GLOBAL EASE INJECT PEN NE - insulin pen needle 29 g x 12 mm (1/2"")",Not Specified
4,Not Specified,my blue,Yes,"GLOBAL EASE INJECT PEN NE - insulin pen needle 31 g x 5 mm (1/5"" or 3/16""), x 8 mm (1/3"" or 5/16"")",Not Specified
4,Not Specified,my blue,Yes,"GLOBAL EASE INJECT PEN NE - insulin pen needle 32 g x 4 mm (1/6"" or 5/32"")",Not Specified
4,Not Specified,my blue,Yes,"GLOBAL EASY GLIDE INSULIN - insulin syringe/needle u-100 0.3 ml 31 x 15/64"", u-100 0.3 ml 31 x 5/16"", u-100 1/2 ml 31 x 15/64"", u-100 1 ml 31 x 15/64""",Not Specified
4,Not Specified,my blue,Yes,"GLOBAL EASY GLIDE PEN NEE - insulin pen needle 32 g x 4 mm (1/6"" or 5/32"")",Not Specified
4,Not Specified,my blue,Yes,GNP CLICKFINE UNIVERSAL P - insulin pen needle,Not Specified
4,Not Specified,my blue,Yes,GNP INSULIN SYRINGE/0.3ML - insulin syringe/needle,Not Specified
4,Not Specified,my blue,Yes,GNP INSULIN SYRINGE/0.5ML - insulin syringe/needle,Not Specified
4,Not Specified,my blue,Yes,GNP INSULIN SYRINGE/1ML/2 - insulin syringe/needle,Not Specified
4,Not Specified,my blue,Yes,GNP INSULIN SYRINGE/1ML/3 - insulin syringe/needle,Not Specified
4,Not Specified,my blue,Yes,GNP INSULIN SYRINGES/0.3M - insulin syringe/needle,Not Specified
4,Not Specified,my blue,Yes,GNP INSULIN SYRINGES/1/2M - insulin syringe/needle,Not Specified
4,Not Specified,my blue,Yes,GNP INSULIN SYRINGES/1ML/ - insulin syringe/needle,Not Specified
4,Not Specified,my blue,Yes,GNP INSULIN SYRINGES/3ML/ - insulin syringe/needle,Not Specified
4,Not Specified,my blue,Yes,GNP LANCETS THIN 26G - lancets,Not Specified
4,Not Specified,my blue,Yes,GNP LANCETS 21G - lancets,Not Specified
4,Not Specified,my blue,Yes,GNP STERILE LANCETS 28G - lancets,Not Specified
4,Not Specified,my blue,Yes,GNP STERILE LANCETS 30G - lancets,Not Specified
4,Not Specified,my blue,Yes,GNP STERILE LANCETS 33G - lancets,Not Specified
4,Not Specified,my blue,Yes,"GNP ULTICARE PEN NEEDLES - insulin pen needle 31 g x 5 mm (1/5"" or 3/16""), x 8 mm (1/3"" or 5/16"")",Not Specified
4,Not Specified,my blue,Yes,"GNP ULTICARE PEN NEEDLES/ - insulin pen needle 32 g x 4 mm (1/6"" or 5/32""), x 6 mm (1/4"" or 15/64"")",Not Specified
4,Not Specified,my blue,Yes,"GNP ULTIGUARD SAFEPACK/MI - insulin pen needle 31 g x 5 mm (1/5"" or 3/16"")",Not Specified
4,Not Specified,my blue,Yes,"GNP ULTIGUARD SAFEPACK/MI - insulin pen needle 32 g x 4 mm (1/6"" or 5/32""), x 6 mm (1/4"" or 15/64"")",Not Specified
4,Not Specified,my blue,Yes,"GNP ULTIGUARD SAFEPACK/SH - insulin pen needle 31 g x 8 mm (1/3"" or 5/16"")",Not Specified
4,Not Specified,my blue,Yes,"GNP ULTRA COMFORT INSULIN - insulin syringe/ needle u-100 1 ml 28 x 1/2""",Not Specified
4,Not Specified,my blue,Yes,GOJJI LANCING DEVICE/CLEA - lancet devices,Not Specified
4,Not Specified,my blue,Yes,GOJJI STERILE LANCETS 30G - lancets,Not Specified
4,Not Specified,my blue,Yes,"GOODSENSE CLICKFINE SAFET - insulin pen needle 31 g x 5 mm (1/5"" or 3/16"")",Not Specified
4,Not Specified,my blue,Yes,GOODSENSE COLOR LANCETS M - lancets,Not Specified
4,Not Specified,my blue,Yes,GOODSENSE LANCETS MICRO-T - lancets,Not Specified
4,Not Specified,my blue,Yes,GOODSENSE LANCETS ULTRA-T - lancets,Not Specified
4,Not Specified,my blue,Yes,GOODSENSE LANCING DEVICE - lancet devices,Not Specified
4,Not Specified,my blue,Yes,"GOODSENSE PEN NEEDLE/PENF - insulin pen needle 31 g x 5 mm (1/5"" or 3/16""), x 8 mm (1/3"" or 5/16"")",Not Specified
4,Not Specified,my blue,Yes,"GOODSENSE PEN NEEDLE/PENF - insulin pen needle 32 g x 4 mm (1/6"" or 5/32""), x 6 mm (1/4"" or 15/64"")",Not Specified
4,Not Specified,my blue,Yes,"H-E-B IN CONTROL PEN NEED - insulin pen needle 31 g x 5 mm (1/5"" or 3/16""), x 6 mm (1/4"" or 15/64""), x 8 mm (1/3"" or 5/16"")",Not Specified
4,Not Specified,my blue,Yes,"H-E-B IN CONTROL PEN NEED - insulin pen needle 32 g x 4 mm (1/6"" or 5/32"")",Not Specified
4,Not Specified,my blue,Yes,"H-E-B IN CONTROL UNIFINE - insulin pen needle 31 g x 5 mm (1/5"" or 3/16""), x 6 mm (1/4"" or 15/64""), x 8 mm (1/3"" or 5/16"")",Not Specified
4,Not Specified,my blue,Yes,"H-E-B IN CONTROL UNIFINE - insulin pen needle 32 g x 4 mm (1/6"" or 5/32"")",Not Specified
4,Not Specified,my blue,Yes,"H-E-B IN CONTROL UNIFINE - insulin pen needle 33 g x 4 mm (1/6"" or 5/32"")",Not Specified
4,Not Specified,my blue,Yes,H-E-B INCONTROL ADVANCED - lancet devices,Not Specified
4,Not Specified,my blue,Yes,H-E-B INCONTROL LANCETS M - lancets,Not Specified
4,Not Specified,my blue,Yes,H-E-B INCONTROL LANCETS S - lancets,Not Specified
4,Not Specified,my blue,Yes,H-E-B INCONTROL LANCETS U - lancets,Not Specified
4,Not Specified,my blue,Yes,"H-E-B INCONTROL PEN NEEDL - insulin pen needle 29 g x 12 mm (1/2"")",Not Specified
4,Not Specified,my blue,Yes,HAEMOLANCE - lancets,Not Specified
4,Not Specified,my blue,Yes,HAEMOLANCE LOW FLOW LANCE - lancets,Not Specified
4,Not Specified,my blue,Yes,HAEMOLANCE PLUS - lancets,Not Specified
4,Not Specified,my blue,Yes,HAEMOLANCE PLUS HIGH FLOW - lancets,Not Specified
4,Not Specified,my blue,Yes,HAEMOLANCE PLUS LOW FLOW - lancets,Not Specified
4,Not Specified,my blue,Yes,HAEMOLANCE PLUS MAX FLOW - lancets,Not Specified
4,Not Specified,my blue,Yes,HAEMOLANCE PLUS PEDIATRIC - lancets,Not Specified
4,Not Specified,my blue,Yes,HEALTH CARE LANCING DEVIC - lancet devices,Not Specified
4,Not Specified,my blue,Yes,"HEALTHWISE INSULIN SYRING - insulin syringe/ needle u-100 0.3 ml 30 x 5/16"", u-100 1/2 ml 31 x 5/16"", u-100 1/2 ml 30 x 5/16"", u-100 1 ml 30 x 5/16"", u-100 1 ml 31 x 5/16"", u-100 0.3 ml 31 x 5/16""",Not Specified
4,Not Specified,my blue,Yes,"HEALTHWISE MICRON PEN NEE - insulin pen needle 32 g x 4 mm (1/6"" or 5/32"")",Not Specified
4,Not Specified,my blue,Yes,"HEALTHWISE MINI PEN NEEDL - insulin pen needle 31 g x 6 mm (1/4"" or 15/64"")",Not Specified
4,Not Specified,my blue,Yes,"HEALTHWISE PEN NEEDLES 29 - insulin pen needle 29 g x 12 mm (1/2"")",Not Specified
4,Not Specified,my blue,Yes,"HEALTHWISE SHORT PEN NEED - insulin pen needle 31 g x 5 mm (1/5"" or 3/16""), x 8 mm (1/3"" or 5/16"")",Not Specified
4,Not Specified,my blue,Yes,"HM ULTICARE INSULIN SYRIN - insulin syringe/needle u-100 1 ml 30 x 1/2"", u-100 0.3 ml 31 x 5/16""",Not Specified
4,Not Specified,my blue,Yes,"HM ULTICARE MINI PEN NEED - insulin pen needle 31 g x 5 mm (1/5"" or 3/16"")",Not Specified
4,Not Specified,my blue,Yes,"HM ULTICARE SHORT PEN NEE - insulin pen needle 31 g x 8 mm (1/3"" or 5/16"")",Not Specified
4,Not Specified,my blue,Yes,HY-VEE LANCETS - lancets,Not Specified
4,Not Specified,my blue,Yes,HY-VEE THIN LANCETS - lancets,Not Specified
4,Not Specified,my blue,Yes,IN TOUCH DIABETES MANAGEM - blood glucose monitoring misc.,Not Specified
4,Not Specified,my blue,Yes,IN TOUCH LANCING DEVICE - lancet devices,Not Specified
4,Not Specified,my blue,Yes,IN TOUCH STERILE LANCETS - lancets,Not Specified
4,Not Specified,my blue,Yes,"INCONTROL ULTICARE MINI P - insulin pen needle 31 g x 6 mm (1/4"" or 15/64""), x 8 mm (1/3"" or 5/16"")",Not Specified
4,Not Specified,my blue,Yes,"INCONTROL ULTICARE MINI P - insulin pen needle 32 g x 4 mm (1/6"" or 5/32"")",Not Specified
4,Not Specified,my blue,Yes,"INSULIN SYRINGE 1ML/31G X - insulin syringe/needle u-100 1 ml 31 x 1/4"" (6 mm)",Not Specified
4,Not Specified,my blue,Yes,"INSUPEN SENSITIVE 32GX8MM - insulin pen needle 32 g x 8 mm (1/3"" or 5/16"")",Not Specified
4,Not Specified,my blue,Yes,"INSUPEN ULTRAFIN 30GX8MM - insulin pen needle 30 g x 8 mm (1/3"" or 5/16"")",Not Specified
4,Not Specified,my blue,Yes,"INSUPEN ULTRAFIN 31GX6MM - insulin pen needle 31 g x 6 mm (1/4"" or 15/64"")",Not Specified
4,Not Specified,my blue,Yes,"INSUPEN ULTRAFIN 31GX8MM - insulin pen needle 31 g x 8 mm (1/3"" or 5/16"")",Not Specified
4,Not Specified,my blue,Yes,"INSUPEN 29G X 12MM - insulin pen needle 29 g x 12 mm (1/2"")",Not Specified
4,Not Specified,my blue,Yes,"INSUPEN 31G X 5MM - insulin pen needle 31 g x 5 mm (1/5"" or 3/16"")",Not Specified
4,Not Specified,my blue,Yes,"INSUPEN 31G X 8MM - insulin pen needle 31 g x 8 mm (1/3"" or 5/16"")",Not Specified
4,Not Specified,my blue,Yes,"INSUPEN 32G X 4MM - insulin pen needle 32 g x 4 mm (1/6"" or 5/32"")",Not Specified
4,Not Specified,my blue,Yes,"INSUPEN 33GX4MM - insulin pen needle 33 g x 4 mm (1/6"" or 5/32"")",Not Specified
1,Not Specified,my blue,Yes,KAMELEON LUBRICATED - condoms latex lubricated,Not Specified
1,Not Specified,my blue,Yes,KIMONO COLORS - condoms latex lubricated,Not Specified
1,Not Specified,my blue,Yes,KIMONO LUBRICATED - condoms latex lubricated,Not Specified
1,Not Specified,my blue,Yes,KIMONO MICRO THIN - condoms latex non-lubricated,Not Specified
1,Not Specified,my blue,Yes,KIMONO MICRO THIN PLUS SP - condoms latex lubricated,Not Specified
1,Not Specified,my blue,Yes,KIMONO PLUS SPERMICIDE LU - condoms latex lubricated,Not Specified
1,Not Specified,my blue,Yes,KIMONO PLUS SPERMICIDE/LU - condoms latex lubricated,Not Specified
1,Not Specified,my blue,Yes,KIMONO PS LUBRICATED - condoms latex lubricated,Not Specified
1,Not Specified,my blue,Yes,KIMONO PS PLUS SPERMICIDE - condoms latex lubricated,Not Specified
1,Not Specified,my blue,Yes,KIMONO SENSATION LUBRICAT - condoms latex lubricated,Not Specified
1,Not Specified,my blue,Yes,KIMONO SENSATION PLUS SPE - condoms latex lubricated,Not Specified
1,Not Specified,my blue,Yes,KIMONO SPECIAL - condoms latex lubricated,Not Specified
4,Not Specified,my blue,Yes,KINNEY LANCETS - lancets,Not Specified
4,Not Specified,my blue,Yes,KINNEY THIN LANCETS - lancets,Not Specified
4,Not Specified,my blue,Yes,"KINRAY INSULIN SYRINGE PR - insulin syringe/needle u-100 1/2 ml 31 x 5/16"", u-100 1 ml 31 x 5/16"", u-100 0.3 ml 31 x 5/16""",Not Specified
4,Not Specified,my blue,Yes,"KINRAY INSULIN SYRINGE/0. - insulin syringe/needle u-100 1/2 ml 29 x 1/2""",Not Specified
4,Not Specified,my blue,Yes,"KMART VALU PLUS INSULIN S - insulin syringe (disp) u-100 0.3 ml, u-100 1/2 ml, u-100 1 ml",Not Specified
4,Not Specified,my blue,Yes,KROGER AUTOLET LANCING DE - lancet devices,Not Specified
4,Not Specified,my blue,Yes,KROGER HEALTHPRO TWIST LA - lancets,Not Specified
4,Not Specified,my blue,Yes,"KROGER INSULIN SYRINGE/U- - insulin syringe/needle u-100 0.3 ml 30 x 1/2""",Not Specified
4,Not Specified,my blue,Yes,"KROGER INSULIN SYRINGE/0. - insulin syringe/needle u-100 0.3 ml 29 x 1/2"", u-100 0.3 ml 30 x 5/16"", u-100 1/2 ml 31 x 5/16"", u-100 1/2 ml 29 x 1/2"", u-100 1/2 ml 30 x 5/16"", u-100 0.3 ml 31 x 5/16""",Not Specified
4,Not Specified,my blue,Yes,"KROGER INSULIN SYRINGE/1M - insulin syringe/ needle u-100 1 ml 29 x 1/2"", u-100 1 ml 30 x 5/16"", u-100 1 ml 31 x 5/16""",Not Specified
4,Not Specified,my blue,Yes,KROGER LANCETS - lancets,Not Specified
4,Not Specified,my blue,Yes,KROGER LANCETS MICRO THIN - lancets,Not Specified
4,Not Specified,my blue,Yes,KROGER LANCETS SUPER THIN - lancets,Not Specified
4,Not Specified,my blue,Yes,KROGER LANCETS THIN - lancets,Not Specified
4,Not Specified,my blue,Yes,KROGER LANCETS THIN 26G - lancets,Not Specified
4,Not Specified,my blue,Yes,KROGER LANCETS ULTRATHIN - lancets,Not Specified
4,Not Specified,my blue,Yes,KROGER LANCETS 21G - lancets,Not Specified
4,Not Specified,my blue,Yes,KROGER LANCING DEVICE - lancet devices,Not Specified
4,Not Specified,my blue,Yes,"KROGER PEN NEEDLES 29G X - insulin pen needle 29 g x 12 mm (1/2"")",Not Specified
4,Not Specified,my blue,Yes,"KROGER PEN NEEDLES 31G X - insulin pen needle 31 g x 8 mm (1/3"" or 5/16"")",Not Specified
4,Not Specified,my blue,Yes,"KROGER PEN NEEDLES 31GX1/ - insulin pen needle 31 g x 6 mm (1/4"" or 15/64"")",Not Specified
4,Not Specified,my blue,Yes,"KROGER PEN NEEDLES/31G X - insulin pen needle 31 g x 5 mm (1/5"" or 3/16""), x 6 mm (1/4"" or 15/64""), x 8 mm (1/3"" or 5/16"")",Not Specified
